uid	text
3361882891	Байкер перепрыгивает через кучу грязи.
3732728142	Ребенок в красной шляпе в автомобильном сиденье.
3721799573	Две подруги улыбаются.
2727715687	Молодой мальчик в шортах и ​​футболка, преследующая двух птиц, в то время как мужчина в шортах и ​​футболке следует за несколькими шагами.
4656278976	Двое детей играют со своей мамой.
4929428870	Черные мужчины в белых топах едут на лодке.
4808032555	Многие люди наслаждаются вечеринкой.
4145725901	Трое мужчин стоят, а один держит камеру.
7105752337	Черная женщина -бегун в зеленых шортах и ​​зеленом топе с зеленой полосой лайма, проходящей мимо справа налево.
2664027527	Люди выстраивают стенды, в которых рекламируется ортопедия Фримонта, ковбой едет на светло -коричневом бронко.
3409727957	Мужчина в оранжевой рубашке и длинных волосах прыгает на закрытый батут с заправочной станцией на заднем плане.
3308663039	Девушка стоит на спортзале джунглей.
193945487	Женщина в серой рубашке и белых шортах играет в гольф в гольф -зоне, которая привлекательно оценивается цветами.
7630279850	Мальчик в шортах и ​​футболке затеняет глаза от солнца, отдыхая на валуне и охлаждая ноги в медленно движущейся, скалистой, мелкой реке.
2613021139	Маленькая девочка качается на качелях.
6664029089	Мужчина в джинсах и зеленой и черной рубашке прыгает в воздух с вытянутыми руками.
418667611	Серфер ездит на волне.
858747984	Два мальчика, спускающихся по скале со старшим белокурым мужчиной, разговаривая с большим количеством людей на вершине скалы.
12668600	Мальчик приспосабливает музейную выставку.
3138399980	Человек в оранжевой рубашке доходит до.
3099865313	Одетый в белую рубашку с длинными рукавами, серые штаны и сандалии, мужчина стоит рядом с импровизированной деревянной хижиной, в комплекте с заполненным дымом цилиндром.
6939568656	Младший джентльмен продвигает футбольное тренировочное устройство на футбольном поле, в то время как джентльмен несколько старше стоит на устройстве для дополнительного веса.
3389995545	Две конкурирующие футбольные команды соревнуются.
3417299749	Игрок по лакроссу в красной форме с номером 33 на задней панели выглядит в небо, в то время как игрок в зеленой форме с желтой отделкой на заднем плане видна.
91972799	Кто -то плавает под водой.
428483413	Женщина и мужчина стоят возле магазина.
6498058475	Двое мужчин, играющих в мяч в тренажерном зале, с игроком в зеленой рубашке, готовящемся пройти мяч, в то время как «Красная рубашка» пытается обогнать его.
4187701204	Мальчик и девочка стоят возле клоуна.
3376659951	Женщина -бейсболист скользит в грязь на базу, в то время как другая женщина -бейсболист пытается пометить ее.
5961657980	Шоу на открытом воздухе с четырьмя исполнителями в середине древнего павильона с большой аудиторией, образующей полукругу вокруг выступления.
6888801884	Двое молодых мужчин, один в темной футболке и один в полосатой футболке, находятся на полу на полу и, кажется, делают какой-то плоский хлеб.
2344680432	Человек играет на гитаре в темноте.
3595992258	Коричневая собака бежит на камень.
2846843520	Коричневая собака копает мяч в песке
6915921596	Блондинка чистит лошадь.
4739481821	Женщина в бикини солнечных бат на скамье подсудимых.
444845904	Он скалолазание.
2705103785	Мужчина в темной рубашке и девушке в темной майке стоит рядом с пожилой женщиной, сидящей в инвалидной коляске.
8041006083	Остановка движения фотография явно поймает изображение женщины в полном велосипедном снаряжении, соревнующемуся на велосипедном мероприятии.
2615811117	Ребенок в спасательной куртке на плоту.
318895620	Двое мужчин исполняют боевые искусства, они одеты в белое, а один человек имеет ногу между ногами другого человека.
3016521240	Девочки сидят в костюмах.
4514553168	Трое детей позируют для картины.
367740415	Маленький ребенок прыгает по дому.
3027255132	Человек в серой рубашке играет гармонику.
58363928	Человек поднимается на огромную гору.
7366490080	Три человека ссыпают песок.
4798986110	Многие азиатские люди ждут на поезде.
4637912498	Женщины в красной куртке пьют из ее чашки, в то время как мужчина в зеленой кепке смотрит слева от него.
2222976136	Тележка со многими спелыми бананами.
1022975728	Черная собака бежит через воду.
3377570617	Две дамы позируют для картинки
181415975	Белокурый человек на одном Уотерском.
6852300231	Человек с зеленой курткой и разноцветным шарфом играет латунный инструмент, стоя на тротуаре.
3050976633	Пять мужчин играют в футбольном матче
149388615	Леди с банданой, мужчина с красной шляпой и мужчина со очками и тростью сидит на скамейке, а другие стоят в ожидании поезд.
6864445068	Этот человек является победителем игры.
3722449720	Новая выставка спортивных автомобилей в мире выставки города Анджелес в Лос -Анджелесе, штат Калифорния.
2514667945	Молодой человек в синей рубашке сидит на диване, где еще несколько человек с рукой.
3539422395	Четыре бегуна соревнуются в дорожной гонке.
5457465605	Группа молодых азиатских мужчин, которые находятся без рубашек и носят идентичные черно -белые клетчатые штаны с красными поясами, танцуют и размахивают руками в воздухе вокруг огня.
327142149	Леди помогает очистить «грязный» пол
3324746155	Человек в футболке AIG играет в футбол.
4510875373	Человек в светлой фиолетовой рубашке поднимает руку и смотрит на пол, в то время как некоторые другие люди сидят или стоят на заднем плане.
2311624099	Мужчина с черным рюкзаком и женщина с длинными темными волосами и футболкой с чирком, стоящим на скалах, глядя на океан.
2359499627	Двое мужчин в синей одежде сидят на лодке.
2888658480	Человек спрыгивает с камня в воду
3547499166	Две девушки и мальчик исполняют танец.
4159292929	Хор поет в концертном зале.
122958692	Пропустил этот момент оползнем.
5586190109	Окруженная 5 другими людьми в комнате, женщина с поднятыми руками улыбается в качестве сбалансированной конической башни Дженга, сидит на столе перед ней.
2537119659	Маленькая девочка с черными солнцезащитными очками управляет красным джипом 4x4, в то время как маленький мальчик стоит на заднем плане, одетым в синий цвет.
4781019036	Дети на поездке в парке развлечений.
226687996	Женщина в белом платье с букетом разговаривает со старшим мужчиной, когда женщина уходит на заднем плане, а молодой мужчина в костюме смотрит издалека.
4932636607	Возможно, старший азиатский мужчина, который носит рубашку без рукавов с несколькими людьми на заднем плане.
4302249122	Женская гимнастка соревнуются в соревнованиях.
3502993968	Велосипедист в шлеме и желтой майке.
4830857471	Девушка в белой рубашке держит полотенце над лицом другой девушки, когда она пьет из чашки в многолюдном месте.
957585444	Люди смотрят на картинку.
3441132495	женщина, которая в ботинках, грязной.
455500368	Женщина с ее верхней частью, покрытой полотенцем, лежит на деревянной раме с деревянным ведром, содержащимся рядом с ней.
7301265688	Человек, работающий на вербовке.
2798651021	Пожилой мужчина играет в аккордеоне на улице.
5728470160	Мужчина в синем наряде, трясший обеими руками с женщиной в ярко -зеленом наряде с красными и синими диагональными полосами.
2477925561	Три женщины смеются перед классом перед маркерой, одна из женщин держит в руке зеленую бумагу.
3827402648	Человек плавает в воде.
4905053758	Группа людей стоит вдоль пляжа.
5932908042	Молодой человек, работающий в научной лаборатории.
1432342377	Два человека ждут, чтобы пересечь улицу.
16396183	Двое мужчин, один из серой рубашки и один в черной рубашке и оранжевые шорты в очках, читают лист бумаги.
3018304737	Серфер делает поворот на волне.
6342663765	Молодая девушка в зеленом платье, целующем молодого мальчика в костюме, держащей свадебную подушку, на щеке.
7364986488	Мотоцикл гонщик идет на поворот.
400242803	Рабочие строят светофорный свет.
4033018747	Пожилой человек в костюме проезжает на его инвалидном кресле через книжный магазин молодым человеком в свитере.
4542010975	Африканец несет сумку за водой.
4554343250	Молодая азиатская девушка с черной толстовкой Carnegie Mellon, ходит и слушает музыку через белые наушники.
19786858	Десять человек наслаждаются скейт -парком.
320779082	Группа людей встречается.
319870744	Человек сидит на вершине горы.
1440465	Группа мужчин пьет за столом.
4580282343	Девушки сидят на заборе, едят мороженое.
236144859	Собака уписывает своих щенков.
2841088187	Мальчик в парке под деревьями
3201517121	Двое мужчин в том же одежде человека прямо в боевой позиции с слева в покорной стойке, где его руки в воздухе.
1670592963	Собака бежит по рампе.
2213987357	Человек, видящий на берегу
48509840	Экипаж пять пять, ремонт дороги.
69397865	Пожилой человек в белой бейсбольной кепке идет в противоположном направлении на общественной улице, мимо другого человека в темной куртке.
1296740217	Мужчина прыгает в воду в солнечный день.
40464580	Мужчина в шляпе улыбается.
2770795174	Люди веселятся на вечеринке на барбекю.
48908313	Музыкальная группа выступает во время одетой.
374103776	Девушки выпивают.
111419142	Несколько молодых людей стоят вокруг пить напитки на каком -то на свежем воздухе, собираясь с едой.
2429284131	Трое мужчин ходят и поют.
2192547226	Военные, стоящие в линии.
155215518	Маленький ребенок, держащий чашку в качелях.
3056532716	Олимпийец выступает на кольцах.
7396934178	Два гонщика гонятся на мотоциклах.
4865370824	Женщина идет по тротуару.
4589015431	Человек с магазином GNC на заднем плане.
3889711490	Пять женщин в шарфах, сидящих подряд, на земле перед старой каменной стеной, работая руками.
2053006423	Человек без рубашки на шортах и ​​походных ботинках, стоящих на голове, глядя на гору.
3610836023	Мужчина сидит, наблюдая за водопадом.
5522177900	Мужчина в коричневой шляпе и рубашке, оранжевый защитный жилет и темные очки выступает в сторону близлежащей машины.
7171741452	Плавчик в белых защитных очках делает на спине, с одной рукой в ​​воздухе, между маркерами синего и белого полосы движения.
90093157	Старик в пиджаке и очках стоит перед заведением только для взрослых, окрашенных в синий цвет.
273056557	Человек прыгает перед дворцом в Китае.
4847707642	Человек в полосатой рубашке с длинными рукавами наблюдает, как его подруга стреляет в пистолет в игре с карнавальным типом, в то время как сопровождающая карнавальная игра выглядит прямо впереди.
3066429707	Девушка в синем пинает футбольный мяч.
549945760	Вид на пожарного на работе на жилой улице, стоящий вокруг своих пожарных машин с желтым цветом, в то время как некоторые гражданские лица стоят и смотрят.
667626	Девушка растянута на мелководье
1334403090	Загонимая женщина и мужчина в купальниках объединились в красочном каяке с брызг вокруг них речной водой.
5559471351	Женщина, смешивающая жидкое тесто пищи.
3724738804	Дети прыгают с края в бассейн.
128706819	Женщина готовит еду на улице.
2543679402	Человек сидит за пределами здания.
137338651	Пара мужчин пробегает.
131122346	Четверо мужчин и женщин в синих фартуках прядятся перед столом, где есть много белых пластин и маленькие синие миски.
2366166967	Четыре африканских мальчика играют в футбол.
3166366760	Человек катается на велосипеде по грязной тропе.
5825226259	Малышка стучит по своему барабану.
3532098999	Некоторые собаки бегают по парку.
2728096551	Мужчина и женщина целуются в поезд.
856985136	Женщина в капри джинсах приседает на краю фонтана, когда ее левая нога выбила, чтобы прикоснуться к падающей воде.
8154861953	Человек, который едет на велосипеде по тропе.
4637466845	Человек в желтой рубашке и мужчина в клетчатой ​​рубашке проходит мимо мужчины без рубашки, который держит чашку.
7711989162	Два препятствия, участвующие в гонке.
4915029510	Человек, читающий книгу на тротуаре только с синей пижамой и наушниками, сидя на стуле.
5565570899	"Танцовщица ленты, одетая в неоновый розовый и зеленый наряд, с одним левым белым рукавом прыгает высоко в воздух- выбросив ее ленту перед ней в форме ""C""."
5806030158	Группа из четырех детей играет на улице, и один из детей, похоже, только что бросил что -то.
3161752000	Человек, лежащий в одной из двух надувных лодок и каяк на берегах реки с деревьями и мельницей на заднем плане.
4798837062	Две женщины в джинсах и мужчина в шортах, идущих по гравийной горной дороге с рюкзаками.
8093540865	Исполнители, одетые в костюмы коренных индейцев, пернатые костюмы, танцуют перед аудиторией, расположенной на знаке Museumsbutikken.
3601803640	Мужчина и женщина целуется.
86112925	Две дамы готовит еду для подачи.
4914411263	Продавец делает хот -доги на тротуаре.
2095478050	Три маленькие девочки смотрят группу.
303607405	Мокрый собака, трястись самой сухой.
2573625591	Три собаки побежали во дворе.
38437776	Двое мужчин рисуют белую крышу.
2984722428	Человек держит мешок с листьями коки над своей рукой, когда курит сигарету с другой.
4604410267	Женщина с белой курткой, леггинсами и голубыми сапогами идет по улице, разговаривая по мобильному телефону.
347397012	Женщина в платье стоит на освещенной сцене, которая поет в микрофон перед большой толпой.
2407091303	Мальчик на игровой площадке
4679761535	Молодые индийские девушки на параде.
5728602543	Две молодые девушки смотрят на куклы Барби.
748376144	Двое мужчин трогают немного граффити.
2482097485	Молодой человек во всем черном, бегущий в гонке на тротуаре с зрителями, сидящими в траве позади него.
3333619888	Конкурсант красоты в черной одежде и черных высоких каблуках вместе с ее поясными позами для открытой картины в пустыне, подобной обстановке.
3423509305	Собака прыгает высоко, чтобы поймать мяч.
289616152	Роллер, едущий на поручке.
3273163189	Маленькая коричневая собака бежит по снегу.
4074619959	Двое пожилых мужчин общаются, стоящие в старомодном, асфальтированном переулке, граничащем с ярко окрашенными зданиями.
3648160673	Собака плавает в океане с доску для серфинга.
4858070078	Человек с удаленной протезной ногой одет в синие джинсы и белую футболку и сидит перед синей дверью.
2725089128	Две молодые девушки снаружи в платьях.
31919019	Женщина, идущая по улице.
3437238970	Две женщины, стоящие за пределами автобуса.
873933926	Мужчина в желтых жонглинге ножи
2369809845	Человек, выступающий прямо в микрофон
8063954905	Молодая девушка в соревнованиях по каратэ.
3514044432	Танцоры разного возраста на сцене, маленькие девочки в розовом и белом, пожилые девушки в розовых и зеленых луках, а также девушки с белыми брюками и азиатскими топами.
6756425037	Двое детей с ожерельями, окрашенными лицами и серьгами обнимаются возле соломенного объекта в солнечный день.
2764178773	Человек делает трюк на велосипеде.
2089473570	Человек в пальто, играющий в гольф в помещении.
4858197102	Мужчина, держащий новорожденного ребенка.
124881487	Человек едет на велосипеде по скалистую холму.
2251418114	Мальчик стоит на скалистой горе.
1924234308	Девушка в бикини в скалолазании.
210126070	Дети прыгают с одним мальчиком в воздухе.
4869034562	Женщина в юбке с рисунком и черной кожаной курткой смотрит на овощи, продаваемые на улице.
6261030	Два человека стоят на лодке в воде возле берега с солнцем над горизонтом на заднем плане.
6881296905	В баскетбольном матче в колледже два парня из белых рубашек блокируют меньшего мальчика в синей рубашке.
1094462889	Загар в стойке в снегу и смотрит вверх.
6762530867	Женщина в ярком цветочном платье и черном топе сидит на земле рядом со зданием.
6225280494	Спортсмен перепрыгивает через препятствие.
2429579784	Человек в голубых джинсах и белой футболке стоит на лестнице с ведром, свисающим с него на здании.
4698908532	Леди с ковбойской шляпой на ходьбе.
6310645834	Гоночный автомобиль ускоряется по гоночной трассе у мгновения глаз, управляя так быстро, что камера могла только сфотографировать автомобиль.
4038718263	Вдоль ручья, которые проходят через мощеного двора, стоят два темных человека, которые проходят через мощеного двора.
2135425492	Пятеро детей, два мальчика и три девочки, с девочками в белых шарфах, сидят на тротуаре снаружи перед большим окном.
253320564	Человек из голубых джинсов с безжалостным носит сумку и наклоняется, в то время как другие люди стоят на заднем плане.
2972999479	Парень смотрит на модную апельсиновую машину.
3728438187	Два подростка играют в большом коридоре.
3439126534	Две пожилые латиноамериканские женщины готовит еду.
2092223894	Две молодые девушки развлекаются на батуте, одна из которых, кажется, падает на ее спину, а другая позирует с улыбкой позади нее.
493507605	Две собаки в погоне друг с другом в траве
7507256476	Подростковой мужчина сидит на табуретке, играя на карнавальной игре, где вы стреляете в воду в устье, обычно клоуна, чтобы вытащить воздушный шар.
1628398329	Люди отдыхают в парке.
5921627737	Вдоль асфальтированной дорожки на открытом воздухе человек в черном ветрогне сфотографирует статую из многокачественной рыбы, в то время как маленькая белая собака смотрит на себя.
2638981862	Два маленьких мальчика в смокингах.
10459869	Группа людей едят узлы.
3289817083	Семейство домашние животные коричневый и белый пони
5730196560	Мальчик, носящий красную форму, приседает над базой, в то время как мальчик в команде противника ныряет на охраняемую тарелку, скользящая вдоль грязи.
5117317939	Куча людей смешивается на ярмарке, где есть кабины с флагами стран, наброшенных по стенам.
40464580	Человек в шапочке и синей куртке стоит возле деревянного шеста и бегает по солнечному свету.
6294503037	Двое мужчин, один в апельсиновой рубашке, а другой - зеленый, бегают трусцой с мотоциклом, несущим позади оператора.
4653258614	Мужчины в форме стоят на улице.
2692396013	Человек без рубашки в белых шортах.
1415147666	Толпа наблюдает, как женщина демонстрирует продукты KitchenAid с помощью верхнего зеркала.
4358399798	Молодой человек идет по снегу со сноубордом и собакой, а другой джентльмен следует на расстоянии.
3511062827	Собака играет с фиолетовой игрушкой.
3801367099	Человек восхищается своим прекрасным подсолнечником.
76607426	Человек, выстраивающий выстрел в снукере.
2905948395	Человек на велосипеде в воздухе над рампой.
3859203305	Мужчина в желтой рубашке, джинсовой подтяжек и апельсиновая шляпа, чтение под задней шиной автомобиля в детстве.
3049836410	Блондинка женщина с черной курткой.
3254645823	Два человека в сноуборде в воздухе.
3437107047	Две девушки разговаривают и смеются вместе.
2591157404	Люди смотрят телевизор во время еды.
86120569	Есть человек, который работает над украшением торта небольшим тонким инструментом, чтобы помочь ему создать сложные формы и дизайны.
3367399	Мужчина, перекачивающий газ на заправке.
4926882194	Мальчик сидит во время курения.
11678931	Люди играют в уличном фонтане.
3203288070	Латиноамериканская пара танцует на собрании.
1027211271	Молодой человек находится в воздухе, пока кататься на скейтборде в скейт -парке с людьми, наблюдающих за ним на заднем плане.
2089171831	Три человека сидят на скамейке, один смотрящий на что -то на коленях, один в джинсах, сандалиях и футболке с водолазкой; И одна женщина в Брауне держит чашку.
801607443	Два человека поднимаются по скалам над водой.
4379576356	Высокая тяжелая женщина с длинными черными волосами и серая блузка, держащая мешок с картофельными чипсами, прислоненная к белой стене, где повешены четыре картины.
4015422919	Блондин-голос ребенок получает свою первую стрижку, сидя в синей машине с желтой драпировкой, пока их волосы высушены.
2902661518	Человек - скейтбординг.
2311850831	Мужчина с вьющимися волосами спит.
4789755167	Два работающих мужчина среди красок.
2325436092	Женщина в берете находится в процессе написания информации в отношении того, что она видит в микроскопе.
7617060434	Молодая девушка около 10 лет бьет, что кажется теннисным мячом с гольф -клубом из футболки.
3246773992	Женщина в колготках танцует.
5441315625	Два монаха идут по крутой лестнице.
2352684051	Старушка, сидящая на пешеходной дорожке.
2226280160	Пожарный на вершине лестницы в темноте.
1351594833	Куча птиц за пределами здания.
269898428	Человек управляет своим чучелом животным.
2193223202	Три мальчика играют в футбол в траве.
24226660	Человек прыгает с шестом на пляже.
2319175397	Два Самояд играют на снегу.
2740762106	Несколько человек, стоящих за пределами горы с халатами на горе и инициируя в каком -то ритуале.
3301811927	Группа мужчин, играющих в хоккей.
3982486061	Один мальчик бежит, неся футбол с четырьмя другими мальчиками, недалеко от игры в футбол.
2657844508	Два человека сидят за столом с вином перед ними, а позади их знаком с чтением рыбы: «Il Porto».
17484203	Находясь на стуле, мужчина в синей рубашке, серых штанах, разноцветной бандане и туфли не дует сквозь длинную трубку.
4705341010	Комната, полная людей, сталкивающихся с сценой.
327142149	Девушка улыбается, держа лопату.
4138543712	Молодая девушка в фиолетовых джинсах и фиолетовой куртке стоит на руках и ногах спиной к земле.
2242178517	Маленький ребенок, одетый в синий цвет для зимних стойков с красной снегоступов с снежным мини -фургоном, покрытым снегом.
4791487303	Женщина в шортах срезает снег.
6325862911	Молодой человек стремится к своей бензопилам.
476740978	Группа людей держит знаки.
1348304997	Девушка прыгает на батуте.
2385744837	Мальчик в красной куртке скользит по льду.
4002498838	Босиком босиком в радужных шортах и ​​зеленой рубашке завершают покупку еды на подставке для концессии на открытом воздухе.
3595956590	Молодая белокурая девушка, улыбающаяся за забором, укладывающая на траву, давая две большие пальцы с черепахой перед ней.
293151893	Две собаки бегут на суше вдоль воды.
6472693569	Пара парней входит в гребные лодки на док -станции.
3342445722	Некоторые мужчины заканчивают гонку.
4411079474	Мужчина в очках и сидящий за компьютером, оглядывается на мужчину в белой рубашке, когда он на что -то указывает.
4517707781	Человек проходит мимо кровати и далее слушает свой iPod или iPhone в кожаной куртке и синие солнцезащитные очки.
4071416825	Люди, бегущие на ногах, делают правый поворот за угол, в то время как зрители выстраивают стороны улицы.
4934808425	Два человека смеются, бегая на трассе.
760771572	Человек без рубашки, управляет кусочком оборудования, с дымом, выходящим из двигателя, а за машиной сбит синий брезент.
7817954784	На лицо гладкой, крутой скалы, человека, который поднимается в гору и прикреплен к синей веревке, которая была прикреплена к скале, наблюдается снизу.
7662393504	Человек с короткими черными волосами и очень загар на доске для серфинга высоко над волной, а руки держались высоко, наслаждаясь острыми ощущениями.
1470132731	Черная собака брызгает через воду.
3624327440	Серфер едет по волнам.
3584829998	Белая собака, две черные собаки и черно -белая собака играют на краю бейсбольного поля.
6776555858	Хоккеист из белой и синей команды, 17 боев желтого и синего игрока команды, 26 за шайбу во время игры, спонсируемой компаниями Mars и Allianz.
2592053124	Улыбающийся ребенок держит длинный желтый и зеленый предмет, глядя на другого ребенка, который держит аналогичный объект.
2666111736	Мужчина и мальчик на скалистом пляже.
3717467586	Женщины и девушки для гандикапа, сидящие в инвалидных колясках, носят красные рубашки и нарисовывают лица.
2937713493	Ребенок играет с обувью.
4857180539	Кажется, что маленький мальчик с ногой с загарами штаны, кажется, занят, глядя на его туфли, когда его мама носит красивый черный кошелек и розовый топ с подходящей крышкой для головы.
2705922326	Некоторые работники убирают магазин.
2656939882	Человек сгребает грязь из тачки.
5171155099	Солдат ездит на белой лошади.
4457554219	Пожилой мужчина сидит на скамейке в зеленом парке.
7465714818	Итальянский мужчина, занимающийся спортом.
4948125167	Человек, стоящий в игровой кабине на ярмарке.
1629337128	На тускло освещенной сцене двое мужчин, один с бумом Майка, другой с камерой, встречает третьего человека, сидящего один в аудитории.
1006452823	2 дети играют на коса
4860254827	Куча пожилых людей собралась в одной области.
2229179070	Коричневая собака прыгает через три обруча.
3843254402	Человек в белой полосатой рубашке и синих джинсах с использованием водяного шланга для опрыскивания воды на земле бетонных руин.
1167662968	Молодой человек с носовым кольцом и шляпой.
2774875318	Молодой мальчик качается на веревке.
2944193661	Человек спит на скамейке в метро.
275169881	Мужчина и женщина смотрят на мобильный телефон.
1775741422	Женщина в черной рубашке и бутылку пива, стоящая между двумя мужчинами с бутылками с пивом в белых рубашках и черными галстуками.
3878630626	Мужчина в белой рубашке играет на флейте.
1302657647	Человек, держась за лестницу джунглей.
4389770417	Четыре бойскаута выступают на сцене.
4679648220	Две красивые женщины на улице.
4857709036	Пешеходы заняты ходьбой и покупками.
4393957264	Два шахматиста, женщина с брюнетками, загар -свитер и очки, выбирают ногти, а у мужчины с отступающими темными волосами есть руки, покрывая лицо и смотрит на шахматную доску.
4758626595	Трое мужчин в поле с модельными самолетами.
2150416621	Смешанная толпа играет на настольной игре.
4818385876	Малыш улыбается, глядя в окно.
3348785391	Человек падает с каната
3337945724	Маленькая девочка, которая смотрит через камеру.
512163695	Мужчина ходит между домами
2795534813	Плавчик, плавающий через бассейн.
6981038793	лыжник в красных брюках лыжа по склону
4910775679	Мужчина курит сигару на скамейке.
4873866291	Счастливый ребенок улыбается, когда он играет.
4951864621	Человек в красочной рубашке с короткими рукавами и держит какую-то ткань, поднимает обе руки над головой.
4436916291	Человек прогуливается по дорожке пальмы.
322516292	Человек играет в уникальный инструмент.
308956341	Влажная собака дрожит от воды.
7625126160	Бейсболист в середине свинья.
6141695796	Молодой человек пристально заглядывает в два контейнера Pyrex, один из которых заполнен несколькими стаканами.
2680990587	Один мальчик толкает другого мальчика на качели.
3095137758	Человек, одетый как Санта -Клаус на параде.
3157744152	Мужчина в синей рубашке идет босиком.
4572160708	Женщина в зеленом свитере и полосатой рубашке наклоняется из окна и держит камеру перед лицом, направляя ее на фотографа.
2518550484	Мальчик и девочка отдыхают у блок -стены.
224882899	Огромная толпа собрана снаружи.
6190299977	Белый футболист пытается перехватить футбольный мяч, который быстро приближается к ящику для ворот.
2622131465	Две женщины, едущие на красном мопсе.
7130486481	Тело серфинг на концерте.
1307094208	Человек с сумкой на плече, идущий по пустыне на песке с следами за ним и горизонтом со многими штормовыми облаками.
2832453252	Дети играют в воде.
2544134113	Группа людей стоит вокруг.
4525077213	Человек среднего возраста в деловом костюме сидит в приюте на автобусной остановке, а латиноамериканское письмо показывает на знаке приюта.
