uid	text
808877347	Люди прогуливаются по рынку.
261436644	В гостиной молодой мальчик в игрушечном стетоскопе готовится послушать сердцебиение женщины.
2102902012	Мальчик в желтой майке принимает эстафету от женщины, одетой в желтую майку в эстафетной гонке.
2890731828	Пожарные сражаются с огнем.
3581416218	Черный ребенок позирует для фотографии.
2938523789	Пожилая женщина и молодой мужчина на кухне.
152979089	Группа из трех человек в белых рубашках стоит возле полицейского фургона, в то время как человек в черной куртке с белой полосой сидит на бордюре.
4455816629	Пожилой афроамериканский мужчина в красной рубашке с длинными рукавами, играя на саксофоне на улице.
2579699529	Мать и ребенок сидят в гостиной с деревянными стенами, множеством небольших статуй на некоторых полках и столом, покрытый едой.
4930823945	Двое пожилых мужчин едят на лошадях
2401027304	Фотограф на работе на гольф -мероприятии.
4499295511	Три человека сидят на скамейке.
2049646140	Ребенок, занимающийся гимнастикой
4801003809	Мужчина с длинными волосами играет орган.
4533655072	Барабанные тарелки сидят под микрофоном, в то время как гитарист и некоторые другие люди находятся на заднем плане.
1277949368	Человек в красной рубашке с длинными рукавами очень необычно лежит на стене перед фонарной стойкой.
4558696075	Это красный поезд, транспортирующий людей.
1348517063	Женщина боулинг в боулинге.
7284455464	Белая транспортная машина проходит по сухой местности.
4564119814	Люди идут по тротуару в городе
1386994947	Толпа людей, смотрящих на концерт.
40199801	Человек с длинной белой бородой одет как волшебник в фиолетовом халате с толпой людей и детей позади него.
3252985078	Группа людей проводит гонку.
2119206841	Леди заботится о своем ребенке.
1884065356	Черная собака в воде
36286937	Человек в шортах играет на акустической гитаре, в то время как человек на заднем плане смотрит в другую сторону.
437230706	Маленький мальчик поцеловает ящерицу.
4661621240	Девушка в синей рубашке и загар брюки, сидящие на корточках перед мужчиной в черной рубашке и джинсах, сидящих на стуле
2251418114	Человек в красной куртке на вершине камней.
102455176	Альпинист, поднимающийся на ледяную стену
3844515314	Мужчина в белой полосатой рубашке за азартным столом находится рядом с женщиной в черном топе, перетаскивая пачку красных карт.
3390587952	Пожилой мужчина в синем пальто и зеленых штанах сидит за столом с игровыми автоматами на заднем плане.
7272406870	Бейсболист ныряет для улова.
3335127933	Несколько человек сидят за столом для конференц -зала с компьютерами и прокладками -памятниками, а некоторые смотрят большой экранный телевизор, который висит на стене.
456166613	Мужчины держат разговор возле пляжа.
4720425886	Женщина, одетая в черный халат, наливает на пару на пару в чашку, в то время как парень в черном халате использует эспрессо -машину.
2795744886	Женщина в черном платье с булочкой в ​​волосах достает в бельевой веревке в своей ванной комнате для одежды.
4898769564	Один молодой человек в белой футболке фотографирует двух других молодых людей, носящих бейсболки на стене перед водоемом.
3315110972	Лебедь летит над водой.
2718376488	Коровы и люди бегут по улице
4785739399	Трое мужчин отправляются в лодку.
2705920066	Два парня -гея веселятся с Weiner
2291958125	Двое мужчин в шляпах и платках катаются на коричневых лошадях и преследуют теленка на красной белой и голубой настенной арене.
4464109232	Пожилая женщина, сидящая у мусорной корзины.
1330645772	Черная собака проходит через поле.
616564448	Ряд байкеров в красном и черном.
2474480672	Двое мужчин, одетых в красочные свитера, собираются бороться друг с другом в игре, которая конкурирует с силой и способностью быть быстрым и сильнее другого человека.
4173843036	У белого человека, использующего бычий рог, проходит мирная демонстрация, чтобы люди осознали энергию, которую он требует, чтобы производители производили пластиковые бутылки для воды.
5088801071	3 мужчины в ленте, окружающей оборудование, со всеми 3, удерживающими гитары, а человек впереди смотрит вниз с наплечником, коричневыми брюками и белой рубашкой.
3716462559	Азиатский мужчина улыбается во время игры в бассейн, а другой человек частично включен на фото.
4490814834	Осел, тянущий человека на телегу.
2330062180	Белая собака бегает по снегу
2773139170	Футболист ныряет за мяч.
4767620642	Человек на велосипеде и человек, приближающийся к нему, разговаривая с ним, и в окружении много велосипедов
262681159	Девушка играет со своим ожерельем ночью.
2774012125	Дети, играющие с велосипедом в песке.
246231741	Две немецкие собаки Шеппарда сражаются.
3263395801	Грязный байкер в лесу.
4270956712	Человек в ярко -синей рубашке и шортах хаки, держащих бутылку с водой, идет по тропинке между двумя крутой стенами пещеры.
3300497299	Группа людей стоит.
2555809473	Девушка с длинным красным Hair в темноте, синие спортивные штаны и толстовка с капюшоном-скалолазание.
4808709546	Двое мужчин, играющих гитары на сцене.
5721250516	Группа из трех частей играет на концерте.
4048117105	Небольшая группа подростков идет по улице вместе, одетая в ручные жесты, носит колготки и мини -юбки.
2183468990	Хорошая пара молодоженов.
3774337814	Борец в белых шортах готовится к тому, что тело хлопает своего противника черными шортами, в то время как рефери готовится прыгнуть.
4724221486	Женщина в серой пиджаке и синей рубашке, и мужчина в желтой рубашке и синие брюки стоят на обочине дороги в городе, ожидая, пока пройдет общественный автобус и забрать их, или на автобусе пройти, чтобы они могли пересечь дорогу.
1449625950	Две собаки играют на травянистом поле.
2058215181	Человек с синей рубашкой находится в передней части комнаты, и несколько других людей сидят на стульях в комнате.
3315353266	Человек, одетый в фиолетовый, играющий на гитаре
459814265	Собака, бегущая в поле ромашек
4717504849	Еда готовится на рынке под открытым небом.
3442978981	Два бойца меча обучают.
4584895948	Люди курят в зоне курения.
3442622076	Мужчина в спортивной куртке с длинными каштановыми волосами и очками привлекает внимание нескольких фотографов.
860840598	Мальчик лежал в палатке и смеется.
4681388085	Двое мужчин, один с коричневой шляпой и синей рубашкой с длинными рукавами, другой в джинсах и пиджаком, сидят снаружи, лицом друг к другу.
7286147430	Девушка со светло -коричневыми волосами, очками, белой майкой, черным бюстгальтером и губным кольцом смотрит на свой iPhone, когда она лежит на диване в комнате с белой стеной.
2479652566	Маленькая девочка играет с кран.
2908834379	Дети, поднимающие руки в классе
6121757226	Три мальчика в скейт-парке, двое сидят и наблюдают за третьим мальчиком с белой футболкой, коричневыми брюками и красными роликами, скользящими по рельсу.
3259757648	Светлостная собака прыгает над препятствием.
4799885674	Мужчина в полосатой рубашке фотографирует.
7808717546	Человек гребнет на доске к берегу воды с солнечным светом, отражающим рябь воды.
3051754615	Гребцы яростно мчатся.
2376252671	Человек откладывает стол.
54817316	Белокурая девушка спит на коричневом диване.
2948814138	Четыре девочки -подростка и два мальчика -подростка прыгают в воздухе перед стеклянными дверями в здание.
4614358086	В то время как марафон продолжается, полицейский с руками в карманах смотрит на расстояние.
3482256327	Группа детей держит веревку.
275168455	Человек продает еду на уличной стенде.
2287938451	Старый объединенный мужчина, спящий на траве.
87718618	Художник сосредотачивается на своей задаче.
3039095384	Куча людей в клубном танцах.
6848904367	Женщина встряхивает коктейль.
276052913	Новорожденный ребенок плачет в своей кроватке.
39999879	Полицейские патрулируют пляж.
338857661	Ребенок жует на прорезывании зубов.
1428681303	Маленькие дети поднимаются на статую в парке.
252054933	Человек держит большой развернутый белый лист бумаги, стоящий перед областью, украшенной воздушными шарами и другими украшениями, когда двое детей находятся поблизости.
4515616069	группа людей на воде.
6301391567	Две команды, одна в черной форме и одна в синей полосатой форме, бегут по спортивному поле.
2191783475	У двух индийских мужчин есть разговор
7197647874	Мужчина футболист в белой майке следует за мячом, хвостом двумя красными рубашками от команды противника.
133189853	Мужчина в рубашке смокинга, жилетом и бабочкам целует другого мужчину, носящего то же самое в щеке.
63787714	Трое мужчин на лошадях во время гонки.
429205889	Женщина, смотрящая на красочный дисплей
3245250964	Двое мужчин, один с мячом и синей униформой, а другой в белой форме играют в баскетбол.
4770236023	Молодые мужчины и женщины практикуют жонглирование, в то время как взрослый мужчина в синей рубашке проходит через них с руками в карманах.
3184738462	Человек, смотрящий на китайское письмо.
486712504	коричневая собака, прыгающая через красную и синюю игрушку
2925163296	Коротковолосый, довольно молодые женщины, бегут в какой-то гонке и является человеком, стоящим за ней в той же гонке.
3319058642	Две девушки держатся за руки в оранжевой одежде
246041128	Девушка со светловолосой и черной рубашкой.
154873964	Мужчины одеты в тащи возле магазина.
3227675485	Женщина -футболист, одетая в черное.
3435233065	Парень, мчащийся на своем мотоцикле по тропе.
246343513	Цветный джентльмен сидит за столом с монитором, демонстрирующим веб -страницу перед ним, клавиатурой под рукой, кофе или чай под рукой, башня в углу, и он носит очки, белая рубашка под синей курткой, с большой улыбкой Анкет
1596758323	Две брюнетки, ходящие в белом плавном платье, проходят мимо огромного рекламного щита от отца и сына, играющих в гольф.
2058124718	Две птичьи собаки конкурируют за убийство.
60347149	Двое мужчин, оба в черных нарядах с красными полосами, участвуют в каком -то стиле боя с использованием трости.
3475861944	Люди наполнялись компьютером.
3632572264	Две футбольные команды позируют.
4941680934	Человек с оружием, лежащим у стены.
656260720	Молодая девушка, сидящая в плавательном снаряжении
1055623002	В группе детей есть борьба с подушками.
2656351	Молодая девушка держит плачущего младенца.
86112634	Крупный человек улыбается, протягивая мимо выставленного прилавка с украшениями, указывая на что-то, в то время как его младший, темноволосочный друг смотрит на улыбку.
3792602083	Подросток на вечеринке наслаждается.
4460243390	Женщина, одетая в шарф, шляпу и пальто, держащую сумку для покупок, смотрит на свой телефон, стоя перед магазином.
1891510004	Человек собирает камни на пляже.
456324238	Трое детей играют близко друг к другу.
3030823649	Загар и черная собака преследует желтый шарик.
3344233740	Человек стоит рядом с автобусом.
2472634822	Мальчик и собака бегают по траве.
2368008984	Мужчина смеется с ребенком.
458761952	Блондинка, которая едят мороженое.
381767781	Два молодых мальчика держат саксофоны.
365849741	Человек выступает перед толпой.
4449368922	Женщина сидит одна.
7362640920	Little Tot с розовым шлемом и синей гоночной формой, с номером 30 на руле, едущих на двухколесном черном и синем велосипеде по грунтовой дороге.
86120427	Люди проходят через открытый рынок, в то время как пожилая женщина наклоняется перед охлажденной мусорной корзиной на = F морепродукты.
2036181263	Двое детей играют в строительной зоне
421808539	Коричневая собака проходит через снег.
3006095077	Двое мужчин в шляпах.
2878272032	Собаки играют в ручье
529420150	Два малыша, один из которых носят фиолетовый, а другой - белый, сидят друг перед другом на деревянном полу.
190966995	Старик толкает тележку на улице.
3455419642	Человек и собака играют с желтым мячом.
2663794355	Две женщины солнечные ванны у воды.
6505027097	Мужская гимнастка уравновешивает на лучевой батончике.
3912500237	Чтение ноты со спящим ребенком.
2140220291	Рабочий в голубой форме и перчатках стоит в кровати грузовика, смотрящего вниз на картонные коробки и ящики.
62565189	Пожилой мужчина в черной куртке идет по улице, в то время как мужчины в Желтых Джакеты прямым движением позади него.
3020581544	Джентльмен, слушающий наушники.
4105413463	Женщины в сари проходят по грязной дорожке.
1167669558	Человек в желтом гримасах.
4642473548	Три азиатских женщинах плывут там лодки вниз по реке, одна в черной рубашке одной в красном и одной в синем.
242658502	Два человека сидят на некоторых шагах, отводящих взгляд, и то, что похоже на мужчину, лежащего на верхнем шаге с черной рубашкой, сапогами и выцветшими синими джинсами.
2943772984	Человек стоит на тротуаре под синим и желтым зонтиком, в то время как человек в желтой рубашке идет во время разговора по мобильному телефону.
4860086271	Мальчик в шортах, крокодиках и белой рубашке играет с йо-йо, а другой-на заднем плане.
4456432456	Женщина в синем пальто идет перед знаком с зелеными мужчинами, идущими под двумя словами: Берлин и Катманду
1901514112	Маленькая рыжеволосая девушка сидит впереди, когда крошечная тропа, полная людей, приближается к крошечной водонапорной башне.
2943079526	Человек читает книгу в метро.
7981321611	Бейсболист в середине свинья.
2938996469	Рабочий надевал свои перчатки.
3446191973	Несколько человек стоят с водными ведрами.
3609032038	Всадник на мотоцикле, катаясь по скалам.
2429466917	Танцор ночного клуба показывает свои движения.
4796143248	Христианские группы протестуют против Exxxotica.
3315726723	Борьбы собираются начать матч.
3159092624	Ребенок бежит в траву.
6960188329	Человек в тракторе сопровождается, по крайней мере, двумя другими мужчинами, и они делают что -то с участием растений.
1368320477	Женщина читает бумагу на поезде.
5897050379	Дети оделись хорошо сидят на улице.
5938759184	Цветные огни освещают трех босоночных танцоров в оттенках розового, красного и синего, когда они поднимают правые ноги и делают круги руками.
3877444976	Двое мужчин держат руки из окна.
280840823	Трое молодых людей сидят за столом, играя в монополию, пьет газировку, а один человек отталкивает другого от него.
3169094038	Очаровательный маленький мальчик в футболке с длинными рукавами и бейсбольной кепкой любит играть в некоторых листьях.
1598809111	Есть люди, делающие покупки в магазине.
4560046189	Дверь в высокой бетонной стене
7842242014	Небольшая машина в открытом поле.
4831245697	Человек в голубой рубашке работает в баре.
4202073868	Инди -артист играет на гитаре.
3359414778	Молодая девушка с длинными волосами стоит в столовой, в которой есть зеленая пластиковая нагрузка с наготовой настройкой, выравнивающей пищи.
2929669711	Человек серфинг
4888378326	Трое мужчин сидят на ступеньках.
4677413867	На открытом воздухе днем, человек с хвостиком в силуэте, идущий налево перед автобусным двором, с несколькими автобусами припарковано.
375947808	Женщина, едущая на лошади, багги.
3002092962	Три дамы в кухне готовит.
3159641529	Собака в красном воротнике бежит в траве.
527041167	Человек в синей рубашке и коричневых шортах имеет ноги на ступеньках велосипеда упражнений и работает на панели управления машиной.
6678735	Трое детей практикуют каратэ.
227000285	Человек с очками в короткой черной рубашке и длинными синими шортами стоит на дороге перед синей машиной.
120545126	Студенты каратэ практикуют на коврике.
134894450	Мальчик прыгает в лесу.
6153400574	У него очень широкая версия шляп, чтобы продать.
2815256108	Двое мужчин говорят на улице; Один указывает на знак, который говорит «Иисус или ад» под красной коробкой, а другой стоит там, слушая.
72008635	Друзья, наслаждаясь напитком вместе.
1731546544	Черная собака брызгает в воде.
468637112	Огромная толпа на мероприятии в Бирмингеме.
4796766141	Женщина указывает на себя, идя по тротуару с машиной, отражающей окно на заднем плане.
381767781	Два саксофонных игрока разговаривают.
1362206741	Работник на компьютере в пустом офисе.
3206919175	Человек держит сигарету.
698947790	Группа людей тусуется снаружи.
164048211	Двое детей играют возле озера.
2730560023	Группа людей делает пустыни снаружи.
8142325771	Два человека гуляют с сумками из бродяги, одна - короткая женщина, а другая намного выше и одет, как клоун.
527440136	Люди покровительствуют торговым центром.
4867540330	Мужчина и женщина изображены сзади, сидя близко вместе на диване, пока они играют Nintendo DS
8155650726	Человек готовит пироги в духовке.
2279432034	Мужской дирижер, носящий все черные, ведущие оркестр и хор на коричневой сцене, играющий и поет музыкальный номер.
3351667846	Люди в очереди для тарелок риса.
4398587015	Человек ездит на мотоцикле.
7027460567	Беги, беги осторожно, не попадай в фургон.
4823235614	Магазин с двумя мужчинами на улице, один человек входит в магазин, и мотоциклы, которые можно просматривать на правой стороне рамы.
2378356400	Женщина и ребенок.
4348885877	Куча детей, играющих с водой.
4351738795	Группа играла на сцене.
359800617	Группа людей устраивает вечеринку.
6692176291	Женщина со светловодом смешивает напитки за баром с резной Джек-О-ланером на стойке бара.
7199683822	Человек без рубашки с татуировкой на спине в грязных серых шортах, стоящих в зеленой траве возле улицы, согнутой рукой в ​​ведре.
2301155278	Ребенок идет по каменной дорожке.
2730938963	Три мальчика прыгают в бассейн.
3294717824	Человек, занимаясь серфингом на волне.
4619477123	Женщина поет в микрофон.
2226343167	Мужчина и женщина, одетые в одежду в стиле панк -рок, видны пересекают улицу в дневное время.
4948440838	Молодая женщина на высоких каблуках и короткая джинсовая юбка стоит на мобильном телефоне перед охраной на городской улице.
2991994415	Две девушки одеваются на Хэллоуин.
3597294140	Человек получает бритье в парикмахерской.
3262801036	Кто -то спасен в метели.
2316219570	Женщина выступает на концерте.
3058247259	Парень в черной рубашке и джинсах, сидящий на диване, с разноцветными бабочками на стене позади него.
227585300	Толпа собирается в местном баре.
3473188829	Рабочие в «Роббинсе» очень заняты.
4546706008	Стол заполнен стопками книг, а также книгами, стоящими в вертикальном положении, так что обложки можно увидеть прохожими.
4141011708	Группа собак, стоящих в группе.
181777261	Пляж переполнен пляжными.
4631033411	Мусульманская женщина в очках, одетая в красную рубашку и фиолетовую бурку, стоит спиной к камере, прислонившись к стене.
3677954655	Этот фигурист прыгает через гидрант.
3656906086	Собака кусает шею другой собаки.
3971423752	Мужская группа с четырьмя пьесами, в которую входят два саксофонических игрока, трубачи и тромбон, играют на сцене, в то время как два других мужчины танцуют перед группой.
91852718	Три официально одетых человека сидят за деревянным столом, едят десерт и пьют из белых чашек на белых блюдцах.
3513877683	Шеф -повар с двумя женщинами разговаривает.
2559638792	Девушка делает на спине в бассейне.
3388453647	Двое мужчин на лодке работают вместе.
2657484284	Два коноэглите вниз по реке.
483039719	Подросток встает с повязкой на голову на
2589308405	Две девушки в мешке.
2090997177	Собака, идущая через пустыню.
2463175324	Молодой мальчик бросает бейсбол.
695641996	Мальчик играет со своей пятнистой собакой.
4726972254	Человек на красном мотоцикле.
4889307357	Старая (азиатская) женщина, одетая в соломенную шляпу, бордовые штаны и несоответствующие блузки, находится между двумя велосипедами.
2601454675	Человек в коричневой рубашке и рюкзаке толкает коляску, в то время как маленький малыш идет в сторону на его покрытой дождевой улицам.
2117004715	Сладкий малыш смотрит из корзины.
7512556880	Во время игры в бейсбол человек берет базу, в то время как его противник тянется за мячом, а другой человек смотрит.
8178147905	Женщина, курящая и дует дым.
3075749639	Толпа, в которой двое мужчин носят шляпы Санта -Клауса, празднуют Рождество за пределами Америки и рождественской елки.
2426252889	Оркестр и хор готовятся выступить перед золотой статуей в большом здании, окруженном колоннами.
8089660385	Сидя на улице, мужчина в рубашке арлекина и джинсах надевает белый макияж вокруг его глаз.
170541259	Большая толпа людей идет за лекарство в серой, пасмурный день с синей машиной, направляющейся в противоположном направлении.
506343925	Дикая собака проходит через пустыню.
5331268239	Младенец, сидящий в миниатюрной ванне.
391020801	Работник Walmart в белом пальто.
6808423201	Люди растягиваются на ковриках для йоги.
3119517310	Официант, одетый в деловую одежду, держит сковороду, наполненную мясом, насыщенным соусом и украшенным лимоном.
120545125	Женщины -черные художники -боевые пояс выступают на улице в серой день с оружием на коврике, в то время как зрители и другие художники -боевые искусства, в том числе 3 детей.
226664962	Фотографии сделаны на свадебной вечеринке.
7105973793	Девушка в черном платье ходит по лодке.
4689510110	Маленький мальчик в зеленой и черной футболке с персонажем на нем и словом «Gidday» спереди, держа что-то в обеих руках, глядя на небо бейсбольной кепкой на голове.
2295489839	Женщина поет и играет на клавиатуре.
2982025774	Мужчины в касках и апельсиновых и зеленых нарядах, выходящих за пределами серой бетонной конструкции с коротким ограждением перед ним.
448803467	Дети играют на затопленной игровую площадку.
2760371526	Мальчик плавает в голубом бассейне.
4097554482	Парень идет с мешком.
2866529477	Некоторые пловцы в воде.
2199710546	DJ на сцене.
65852625	"Большая толпа многих молодых людей сидит на траве в ночное время, с человеком в красной куртке ""толстовки"" толчка "", выпивший с правой стороны."
136581487	Малыш, хватающий ручки инструмента, чтобы помешать пищу в миске вместе с другим человеком, чьи руки находятся в миске и инструменте.
39980756	Мужчина и женщина на мотоцикле.
2705099765	Мужчина, носящий синюю повседневную рубашку с деньгами зеленых шорт и черной шляпой, указывающий на желтый объект на пожилом собрании.
3085226474	Люди в танцах
7581393544	Две женщины в розовых сари, женщина в черном сари, мужчина с желтым шарфом и мужчина с голубым куртком покупает овощи у уличного продавца, на котором розовая рубашка.
451081733	Барехладный мужчина снимается на пляже.
3924998281	Маленький ребенок в зеленой рубашке и шляпу с рыбаком возле воды играют с синим и белым мячом.
2682739228	Женщина с тростью сидит на скамейке.
2868652721	Женщина в красной рубашке и очках выделяет окно заказа рядом со статуей высокого шеф -повара и знаменитым знаком.
4159032091	Человек получает стрижку возле улицы.
3371567346	Пара посмотрите на некоторые произведения искусства.
4721682484	Люди бросают бобы на пляж.
3304712466	Гонщики на велосипедах проезжают мимо толпы.
96056569	Мужчина и женщина, разрезая в торт.
2161799386	Маленький мальчик, использующий синий туалет.
2222944983	Лыжник с номером 5 на униформе, лыжа по снежной местности, с снежными горами на фоне.
3020423842	Человек в синей рубашке наклоняется на стену рядом с дорогой с синим фургоном и красной машиной с водой на заднем плане.
5450688421	Два солдата в центре мероприятий смотрят, как женщина в красной рубашке делает отжимания, в то время как другой солдат наклоняется здесь.
2218743570	Черная кошка обнимает белую и серую собаку.
6074238868	Две девушки, одна азиатская и одна белая, находятся в белых лабораторных пальто, работающих над чем -то из желтой коробки.
503090187	Человек, смотрящий на картинку в своей камере.
2503996814	Многие люди обедают в танцевальном зале.
3677927146	Три собаки бегают в поле травы.
7716811396	Женские олимпийские бегуны мчатся в группе.
3560504626	Несколько человек стоят в магазине велосипедов.
1464813188	Две молодые девушки сидят в гостиной, играя в видеоигры и пьют консервированные безалкогольные напитки.
1295747912	Женщина смотрит в окно на мужчину.
424869823	Девушки позируют с радугой в небе.
3116039960	Девушка держит синий воздушный шар, когда она идет.
5352437063	Человек в темной одежде стоит на одной ноге в снегу, в то время как перед ней прыгает маленькая собака.
5897700952	Пара идет по пляжу.
2157173498	Человек в парке находится на сноуборде.
4524196235	Человек, стоящий на мосту под краном.
1259936608	Дети играют в общественных водных трудах.
4803787546	Три мужчины ходят по полю.
2351762979	Девушка, поднимающаяся по заболу цепи.
2565618804	Мальчик рядом с открытием фонтана.
1308617539	Ребенок бегает через воду.
2616402277	Мужчина в черной куртке с белой полосой вниз по правой руке, работая над чем -то, что он держит обеими руками.
6200565917	Хоккеист в золотой и белой майке, готовящемся стрелять в шайбу против двух игроков, в которых в золотых и черных майках на хоккейной арене.
1136497229	Женщина, касающаяся плеча своего ребенка.
7724191016	Игрок в светлой серой форме достигает головы для бейсбольной пластины, в то время как ловцы в желтой верхней части достигают руки, чтобы пометить его.
6208520381	Здесь дети находятся на улице.
4772555436	Пожилая женщина сидит на некоторых шагах.
3155279929	Собака стряхнула воду у океана
4564119814	Люди гуляют по городской улице ночью перед строительством и уличным знаком «не входите».
270809922	Человек стоит на вершине ледника.
991459823	Женщина в красном платье с принтом и коричневые сандалии, стоящая с другой женщиной, которая одета в белые летние брюки, ожидая, чтобы использовать зеленый порт-а-петли вдоль бетонной дороги.
3834121899	Два человека имеют нетрадиционный брак снаружи и без традиционных смокингов или платьев.
3659915446	Парень без рубашки готовит немного еды.
5403369219	Маленькая девочка играет в футбол.
3423379643	Мужчина водит на мотоцикле с женщиной в оранжевом сари и молодой девушкой в ​​синем платье, катаясь на заднем сиденье.
3690425778	Человек спрыгивает с дока в воду.
3971414240	У группы есть жаркое разногласия.
4249147780	Маленький мальчик стоит на снегу.
7510394	Человек с темными волосами с нетерпением ждут.
3179336562	Человек в разгар скачки рампы.
689776124	Черная собака бежит с языком.
3555729342	Мальчик в серой футболке стоит рядом с девушкой в ​​зеленом платье и ковбойской шляпе на пляже.
2915400809	Индийские женщины стирают прачечную в реке.
4725000343	Человек в черном, готовясь сесть.
6030269328	Мужчина в голубой рубашке и женщине с черно -белой блузкой сидит за столом, за богато украшенным забором с прикрепленными к нему виноградными лозами.
897406883	Ребенок тянет еще один в маленьком универсале.
125319704	Два байкера ходят по земле.
281716983	Молодой человек ездит на монете, управляемой ATV.
127875146	Странно выглядящий парень, заглядывающий в машину.
4853180757	Человек помогает пассажирам попасть на туристическую лодку.
110964272	Мужчина и ребенок, идущие по пляжу.
3422146099	Коричневая собака прыгает через полюс.
2805101709	Девушка играет на детской площадке
183647966	Человек, работающий над билетным ящиком.
1396703063	Человек в синей рубашке, ковбойская шляпа и без шеи, прогуливаясь перед карнавалом или парком развлечений.
